year,sample,island,pool,magna,longispina,pulex,poolname
2015,1,LG,13,1,0,0,LG-13
2015,2,LG,13,0,0,0,LG-13
2009,1,LG,14,0,0,0,LG-14
2009,2,LG,14,0,0,0,LG-14
2010,1,LG,14,0,0,0,LG-14
2010,2,LG,14,0,0,0,LG-14
2011,1,LG,14,1,0,0,LG-14
2011,2,LG,14,1,0,0,LG-14
2012,1,LG,14,0,0,0,LG-14
2012,2,LG,14,0,0,0,LG-14
2013,1,LG,14,0,0,0,LG-14
2013,2,LG,14,0,0,0,LG-14
2014,1,LG,14,0,0,0,LG-14
2014,2,LG,14,0,0,0,LG-14
2015,1,LG,14,0,0,0,LG-14
2015,2,LG,14,0,0,0,LG-14
2009,1,LG,15,0,0,0,LG-15
2009,2,LG,15,0,0,0,LG-15
2010,1,LG,15,0,0,0,LG-15
2010,2,LG,15,0,0,0,LG-15
2011,1,LG,15,NA,NA,NA,LG-15
2011,2,LG,15,0,0,0,LG-15
2012,1,LG,15,0,0,0,LG-15
2012,2,LG,15,0,0,0,LG-15
2013,1,LG,15,NA,NA,NA,LG-15
2013,2,LG,15,0,0,0,LG-15
2014,1,LG,15,0,0,0,LG-15
2014,2,LG,15,0,0,0,LG-15
2015,1,LG,15,0,0,0,LG-15
2015,2,LG,15,NA,NA,NA,LG-15
2009,1,LG,16,0,0,0,LG-16
2009,2,LG,16,1,0,0,LG-16
2010,1,LG,16,1,0,0,LG-16
2010,2,LG,16,1,0,0,LG-16
2011,1,LG,16,1,0,0,LG-16
2011,2,LG,16,0,1,0,LG-16
2012,1,LG,16,1,1,0,LG-16
2012,2,LG,16,0,1,0,LG-16
2013,1,LG,16,0,1,0,LG-16
2013,2,LG,16,0,0,0,LG-16
2014,1,LG,16,0,0,0,LG-16
2014,2,LG,16,0,0,0,LG-16
2015,1,LG,16,0,0,0,LG-16
2015,2,LG,16,NA,NA,NA,LG-16
2009,1,LG,17,0,0,0,LG-17
2009,2,LG,17,0,0,0,LG-17
2010,1,LG,17,1,0,0,LG-17
2010,2,LG,17,0,0,0,LG-17
2011,1,LG,17,0,0,0,LG-17
2011,2,LG,17,0,0,0,LG-17
2012,1,LG,17,0,0,0,LG-17
2012,2,LG,17,0,0,0,LG-17
2013,1,LG,17,0,0,0,LG-17
2013,2,LG,17,0,0,0,LG-17
2014,1,LG,17,0,0,0,LG-17
2014,2,LG,17,0,0,0,LG-17
2015,1,LG,17,0,0,0,LG-17
2015,2,LG,17,0,0,0,LG-17
2009,1,LG,6A,0,0,0,LG-6A
2009,2,LG,6A,NA,NA,NA,LG-6A
2010,1,LG,6A,0,0,0,LG-6A
2010,2,LG,6A,0,0,0,LG-6A
2011,1,LG,6A,NA,NA,NA,LG-6A
2011,2,LG,6A,0,0,0,LG-6A
2012,1,LG,6A,0,0,0,LG-6A
2012,2,LG,6A,0,0,0,LG-6A
2013,1,LG,6A,0,0,0,LG-6A
2013,2,LG,6A,0,0,0,LG-6A
2014,1,LG,6A,0,0,0,LG-6A
2014,2,LG,6A,0,0,0,LG-6A
2015,1,LG,6A,0,0,0,LG-6A
2015,2,LG,6A,NA,NA,NA,LG-6A
2009,1,LON,1,1,0,0,LON-1
2009,2,LON,1,1,0,0,LON-1
2010,1,LON,1,1,0,0,LON-1
2010,2,LON,1,1,0,0,LON-1
2011,1,LON,1,1,0,0,LON-1
2011,2,LON,1,1,0,0,LON-1
2012,1,LON,1,1,0,0,LON-1
2012,2,LON,1,1,0,0,LON-1
2013,1,LON,1,1,0,0,LON-1
2013,2,LON,1,1,0,0,LON-1
2014,1,LON,1,1,0,0,LON-1
2014,2,LON,1,1,0,0,LON-1
2015,1,LON,1,1,0,0,LON-1
2015,2,LON,1,1,0,0,LON-1
2009,1,LON,2,0,0,0,LON-2
2009,2,LON,2,0,0,0,LON-2
2010,1,LON,2,0,0,0,LON-2
2010,2,LON,2,1,0,0,LON-2
2011,1,LON,2,1,0,0,LON-2
2011,2,LON,2,0,0,0,LON-2
2012,1,LON,2,NA,NA,NA,LON-2
2012,2,LON,2,0,0,0,LON-2
2013,1,LON,2,0,0,0,LON-2
2013,2,LON,2,1,0,0,LON-2
2014,1,LON,2,0,0,0,LON-2
2014,2,LON,2,0,0,0,LON-2
2015,1,LON,2,0,0,0,LON-2
2015,2,LON,2,NA,NA,NA,LON-2
2009,1,LON,3,0,0,0,LON-3
2009,2,LON,3,0,0,0,LON-3
2010,1,LON,3,0,0,0,LON-3
2010,2,LON,3,0,0,0,LON-3
2011,1,LON,3,1,0,0,LON-3
2011,2,LON,3,0,0,0,LON-3
2012,1,LON,3,0,0,0,LON-3
2012,2,LON,3,1,0,0,LON-3
2013,1,LON,3,1,0,0,LON-3
2013,2,LON,3,1,0,0,LON-3
2014,1,LON,3,1,0,0,LON-3
2014,2,LON,3,1,0,0,LON-3
2015,1,LON,3,0,0,0,LON-3
2015,2,LON,3,0,0,0,LON-3
2009,1,LON,4,1,0,0,LON-4
2009,2,LON,4,1,0,0,LON-4
2010,1,LON,4,1,0,0,LON-4
2010,2,LON,4,1,0,0,LON-4
2011,1,LON,4,1,0,0,LON-4
2011,2,LON,4,1,0,0,LON-4
2012,1,LON,4,1,0,0,LON-4
2012,2,LON,4,1,0,0,LON-4
2013,1,LON,4,1,0,0,LON-4
2013,2,LON,4,1,0,0,LON-4
2014,1,LON,4,1,0,0,LON-4
2014,2,LON,4,1,0,0,LON-4
2015,1,LON,4,1,0,1,LON-4
2015,2,LON,4,1,0,0,LON-4
2009,1,LON,5,0,0,0,LON-5
2009,2,LON,5,1,0,0,LON-5
2010,1,LON,5,1,0,0,LON-5
2010,2,LON,5,1,0,0,LON-5
2011,1,LON,5,1,0,0,LON-5
2011,2,LON,5,1,0,0,LON-5
2012,1,LON,5,1,0,0,LON-5
2012,2,LON,5,1,0,0,LON-5
2013,1,LON,5,1,0,0,LON-5
2013,2,LON,5,1,0,0,LON-5
2014,1,LON,5,1,0,0,LON-5
2014,2,LON,5,1,0,0,LON-5
2015,1,LON,5,1,0,0,LON-5
2015,2,LON,5,1,0,0,LON-5
2009,1,LON,6,0,0,0,LON-6
2009,2,LON,6,1,0,0,LON-6
2010,1,LON,6,1,0,0,LON-6
2010,2,LON,6,0,0,0,LON-6
2011,1,LON,6,1,0,0,LON-6
2011,2,LON,6,1,0,0,LON-6
2012,1,LON,6,1,0,0,LON-6
2012,2,LON,6,1,0,0,LON-6
2013,1,LON,6,1,0,0,LON-6
2013,2,LON,6,1,0,0,LON-6
2014,1,LON,6,1,0,0,LON-6
2014,2,LON,6,1,0,0,LON-6
2015,1,LON,6,0,0,0,LON-6
2015,2,LON,6,0,0,0,LON-6
2009,1,LON,7,1,0,0,LON-7
2009,2,LON,7,1,0,0,LON-7
2010,1,LON,7,1,0,0,LON-7
2010,2,LON,7,0,0,0,LON-7
2011,1,LON,7,1,0,0,LON-7
2011,2,LON,7,1,0,0,LON-7
2012,1,LON,7,0,0,0,LON-7
2012,2,LON,7,0,0,0,LON-7
2013,1,LON,7,1,0,0,LON-7
2013,2,LON,7,0,0,0,LON-7
2014,1,LON,7,1,0,0,LON-7
2014,2,LON,7,0,0,0,LON-7
2015,1,LON,7,0,0,0,LON-7
2015,2,LON,7,NA,NA,NA,LON-7
2009,1,LON,8,NA,NA,NA,LON-8
2009,2,LON,8,NA,NA,NA,LON-8
2010,1,LON,8,1,0,0,LON-8
2010,2,LON,8,0,0,0,LON-8
2011,1,LON,8,0,0,0,LON-8
2011,2,LON,8,0,0,0,LON-8
2012,1,LON,8,NA,NA,NA,LON-8
2012,2,LON,8,NA,NA,NA,LON-8
2013,1,LON,8,NA,NA,NA,LON-8
2013,2,LON,8,0,0,0,LON-8
2014,1,LON,8,NA,NA,NA,LON-8
2014,2,LON,8,0,0,0,LON-8
2015,1,LON,8,0,0,0,LON-8
2015,2,LON,8,NA,NA,NA,LON-8
2009,1,LON,9,0,0,0,LON-9
2009,2,LON,9,0,0,0,LON-9
2010,1,LON,9,0,0,0,LON-9
2010,2,LON,9,0,0,0,LON-9
2011,1,LON,9,NA,NA,NA,LON-9
2011,2,LON,9,0,0,0,LON-9
2012,1,LON,9,NA,NA,NA,LON-9
2012,2,LON,9,0,0,0,LON-9
2013,1,LON,9,0,0,0,LON-9
2013,2,LON,9,0,0,0,LON-9
2014,1,LON,9,0,0,0,LON-9
2014,2,LON,9,0,0,0,LON-9
2015,1,LON,9,0,0,0,LON-9
2015,2,LON,9,0,0,0,LON-9
2009,1,LON,9A,0,0,0,LON-9A
2009,2,LON,9A,NA,NA,NA,LON-9A
2010,1,LON,9A,0,0,0,LON-9A
2010,2,LON,9A,0,0,0,LON-9A
2011,1,LON,9A,0,0,0,LON-9A
2011,2,LON,9A,0,0,0,LON-9A
2012,1,LON,9A,0,0,0,LON-9A
2012,2,LON,9A,0,0,0,LON-9A
2013,1,LON,9A,0,0,0,LON-9A
2013,2,LON,9A,1,0,0,LON-9A
2014,1,LON,9A,1,0,0,LON-9A
2014,2,LON,9A,1,0,0,LON-9A
2015,1,LON,9A,0,0,0,LON-9A
2015,2,LON,9A,0,0,0,LON-9A
2009,1,LONA,1,0,0,0,LONA-1
2009,2,LONA,1,0,0,0,LONA-1
2010,1,LONA,1,0,0,0,LONA-1
2010,2,LONA,1,0,0,0,LONA-1
2011,1,LONA,1,1,0,0,LONA-1
2011,2,LONA,1,0,0,0,LONA-1
2012,1,LONA,1,0,0,0,LONA-1
2012,2,LONA,1,1,0,0,LONA-1
2013,1,LONA,1,0,0,0,LONA-1
2013,2,LONA,1,0,0,0,LONA-1
2014,1,LONA,1,1,0,0,LONA-1
2014,2,LONA,1,1,0,0,LONA-1
2015,1,LONA,1,0,0,0,LONA-1
2015,2,LONA,1,0,0,0,LONA-1
2009,1,LONA,2,0,0,0,LONA-2
2009,2,LONA,2,0,0,0,LONA-2
2010,1,LONA,2,0,0,0,LONA-2
2010,2,LONA,2,0,0,0,LONA-2
2011,1,LONA,2,0,0,0,LONA-2
2011,2,LONA,2,0,0,0,LONA-2
2012,1,LONA,2,NA,NA,NA,LONA-2
2012,2,LONA,2,0,0,0,LONA-2
2013,1,LONA,2,0,0,0,LONA-2
2013,2,LONA,2,0,0,0,LONA-2
2014,1,LONA,2,0,0,0,LONA-2
2014,2,LONA,2,0,0,0,LONA-2
2015,1,LONA,2,0,0,0,LONA-2
2015,2,LONA,2,0,0,0,LONA-2
2009,1,M,1,0,0,1,M-1
2009,2,M,1,0,0,1,M-1
2010,1,M,1,0,0,1,M-1
2010,2,M,1,0,0,1,M-1
2011,1,M,1,0,0,1,M-1
2011,2,M,1,0,0,1,M-1
2012,1,M,1,0,0,1,M-1
2012,2,M,1,0,0,1,M-1
2013,1,M,1,0,0,1,M-1
2013,2,M,1,0,0,1,M-1
2014,1,M,1,0,0,1,M-1
2014,2,M,1,0,0,1,M-1
2015,1,M,1,0,0,1,M-1
2015,2,M,1,0,0,1,M-1
2009,1,M,2,0,0,0,M-2
2009,2,M,2,0,0,0,M-2
2010,1,M,2,0,0,0,M-2
2010,2,M,2,0,0,0,M-2
2011,1,M,2,0,0,1,M-2
2011,2,M,2,0,0,1,M-2
2012,1,M,2,0,0,0,M-2
2012,2,M,2,0,0,0,M-2
2013,1,M,2,0,0,0,M-2
2013,2,M,2,0,0,1,M-2
2014,1,M,2,0,0,1,M-2
2014,2,M,2,0,0,0,M-2
2015,1,M,2,0,0,0,M-2
2015,2,M,2,NA,NA,NA,M-2
2009,1,M,3,0,0,0,M-3
2009,2,M,3,NA,NA,NA,M-3
2010,1,M,3,0,0,0,M-3
2010,2,M,3,0,0,0,M-3
2011,1,M,3,NA,NA,NA,M-3
2011,2,M,3,0,0,0,M-3
2012,1,M,3,0,0,0,M-3
2012,2,M,3,0,0,0,M-3
2013,1,M,3,NA,NA,NA,M-3
2013,2,M,3,0,0,0,M-3
2014,1,M,3,0,0,0,M-3
2014,2,M,3,0,0,0,M-3
2015,1,M,3,0,0,0,M-3
2015,2,M,3,NA,NA,NA,M-3
2009,1,M,4,0,0,0,M-4
2009,2,M,4,0,0,0,M-4
2010,1,M,4,0,0,0,M-4
2010,2,M,4,0,0,0,M-4
2011,1,M,4,NA,NA,NA,M-4
2011,2,M,4,0,0,0,M-4
2012,1,M,4,0,0,0,M-4
2012,2,M,4,0,0,0,M-4
2013,1,M,4,NA,NA,NA,M-4
2013,2,M,4,0,0,0,M-4
2014,1,M,4,0,0,0,M-4
2014,2,M,4,0,0,0,M-4
2015,1,M,4,0,0,0,M-4
2015,2,M,4,NA,NA,NA,M-4
2009,1,M,5,0,0,0,M-5
2009,2,M,5,0,0,0,M-5
2010,1,M,5,0,0,0,M-5
2010,2,M,5,0,0,0,M-5
2011,1,M,5,0,0,0,M-5
2011,2,M,5,0,0,0,M-5
2012,1,M,5,0,0,0,M-5
2012,2,M,5,0,0,0,M-5
2013,1,M,5,0,0,0,M-5
2013,2,M,5,0,0,0,M-5
2014,1,M,5,0,0,0,M-5
2014,2,M,5,0,0,0,M-5
2015,1,M,5,0,0,0,M-5
2015,2,M,5,0,0,1,M-5
2009,1,M,6,0,0,0,M-6
2009,2,M,6,0,0,0,M-6
2010,1,M,6,0,0,0,M-6
2010,2,M,6,0,0,0,M-6
2011,1,M,6,0,0,0,M-6
2011,2,M,6,0,0,0,M-6
2012,1,M,6,0,0,0,M-6
2012,2,M,6,0,0,0,M-6
2013,1,M,6,0,0,0,M-6
2013,2,M,6,0,0,0,M-6
2014,1,M,6,0,0,0,M-6
2014,2,M,6,0,0,0,M-6
2015,1,M,6,0,0,0,M-6
2015,2,M,6,0,0,1,M-6
2009,1,M,7,0,0,0,M-7
2009,2,M,7,0,0,0,M-7
2010,1,M,7,0,0,0,M-7
2010,2,M,7,0,0,0,M-7
2011,1,M,7,NA,NA,NA,M-7
2011,2,M,7,0,0,0,M-7
2012,1,M,7,0,0,0,M-7
2012,2,M,7,0,0,0,M-7
2013,1,M,7,0,0,0,M-7
2013,2,M,7,0,0,0,M-7
2014,1,M,7,0,0,0,M-7
2014,2,M,7,0,0,0,M-7
2015,1,M,7,0,0,0,M-7
2015,2,M,7,0,0,1,M-7
2009,1,M,8,0,0,0,M-8
2009,2,M,8,0,0,0,M-8
2010,1,M,8,0,0,0,M-8
2010,2,M,8,0,0,0,M-8
2011,1,M,8,NA,NA,NA,M-8
2011,2,M,8,0,0,0,M-8
2012,1,M,8,0,0,0,M-8
2012,2,M,8,0,0,0,M-8
2013,1,M,8,0,0,0,M-8
2013,2,M,8,0,0,0,M-8
2014,1,M,8,0,0,0,M-8
2014,2,M,8,0,0,0,M-8
2015,1,M,8,0,0,0,M-8
2015,2,M,8,0,0,0,M-8
2009,1,M,9,0,0,0,M-9
2009,2,M,9,0,0,0,M-9
2010,1,M,9,0,0,0,M-9
2010,2,M,9,0,0,0,M-9
2011,1,M,9,0,0,0,M-9
2011,2,M,9,0,0,0,M-9
2012,1,M,9,0,0,0,M-9
2012,2,M,9,0,0,0,M-9
2013,1,M,9,0,0,0,M-9
2013,2,M,9,0,1,0,M-9
2014,1,M,9,0,0,0,M-9
2014,2,M,9,0,0,0,M-9
2015,1,M,9,0,0,0,M-9
2015,2,M,9,0,0,0,M-9
2009,1,M,10,0,0,0,M-10
2009,2,M,10,0,0,0,M-10
2010,1,M,10,0,0,0,M-10
2010,2,M,10,NA,NA,NA,M-10
2011,1,M,10,NA,NA,NA,M-10
2011,2,M,10,0,0,0,M-10
2012,1,M,10,0,0,0,M-10
2012,2,M,10,0,0,0,M-10
2013,1,M,10,0,0,0,M-10
2013,2,M,10,0,0,0,M-10
2014,1,M,10,0,0,0,M-10
2014,2,M,10,0,0,0,M-10
2015,1,M,10,0,0,0,M-10
2015,2,M,10,0,0,0,M-10
2009,1,M,11,0,0,0,M-11
2009,2,M,11,0,0,0,M-11
2010,1,M,11,0,0,0,M-11
2010,2,M,11,0,0,0,M-11
2011,1,M,11,0,0,0,M-11
2011,2,M,11,0,0,0,M-11
2012,1,M,11,0,0,0,M-11
2012,2,M,11,0,0,0,M-11
2013,1,M,11,0,0,0,M-11
2013,2,M,11,0,0,0,M-11
2014,1,M,11,0,0,0,M-11
2014,2,M,11,0,0,0,M-11
2015,1,M,11,0,0,0,M-11
2015,2,M,11,0,0,0,M-11
2009,1,M,12,0,0,0,M-12
2009,2,M,12,0,0,0,M-12
2010,1,M,12,0,0,0,M-12
2010,2,M,12,0,0,0,M-12
2011,1,M,12,0,0,0,M-12
2011,2,M,12,0,0,0,M-12
2012,1,M,12,0,0,0,M-12
2012,2,M,12,0,0,0,M-12
2013,1,M,12,0,0,0,M-12
2013,2,M,12,0,0,0,M-12
2014,1,M,12,0,0,0,M-12
2014,2,M,12,0,0,0,M-12
2015,1,M,12,0,0,0,M-12
2015,2,M,12,0,0,0,M-12
2009,1,M,13,0,0,0,M-13
2009,2,M,13,0,0,0,M-13
2010,1,M,13,0,0,0,M-13
2010,2,M,13,0,0,0,M-13
2011,1,M,13,0,0,0,M-13
2011,2,M,13,0,0,0,M-13
2012,1,M,13,0,0,0,M-13
2012,2,M,13,0,0,0,M-13
2013,1,M,13,0,0,0,M-13
2013,2,M,13,0,0,0,M-13
2014,1,M,13,0,0,0,M-13
2014,2,M,13,0,0,0,M-13
2015,1,M,13,0,0,0,M-13
2015,2,M,13,0,0,0,M-13
2009,1,M,14,0,0,0,M-14
2009,2,M,14,0,0,0,M-14
2010,1,M,14,0,0,0,M-14
2010,2,M,14,0,0,0,M-14
2011,1,M,14,NA,NA,NA,M-14
2011,2,M,14,0,0,0,M-14
2012,1,M,14,0,0,0,M-14
2012,2,M,14,0,0,0,M-14
2013,1,M,14,0,0,0,M-14
2013,2,M,14,0,0,0,M-14
2014,1,M,14,0,0,0,M-14
2014,2,M,14,0,0,0,M-14
2015,1,M,14,0,0,0,M-14
2015,2,M,14,0,0,0,M-14
2009,1,M,15,0,0,0,M-15
2009,2,M,15,NA,NA,NA,M-15
2010,1,M,15,NA,NA,NA,M-15
2010,2,M,15,NA,NA,NA,M-15
2011,1,M,15,NA,NA,NA,M-15
2011,2,M,15,NA,NA,NA,M-15
2012,1,M,15,0,0,0,M-15
2012,2,M,15,0,0,1,M-15
2013,1,M,15,NA,NA,NA,M-15
2013,2,M,15,NA,NA,NA,M-15
2014,1,M,15,0,0,1,M-15
2014,2,M,15,0,0,0,M-15
2015,1,M,15,0,0,0,M-15
2015,2,M,15,0,0,1,M-15
2009,1,M,16,0,0,0,M-16
2009,2,M,16,0,0,0,M-16
2010,1,M,16,0,0,1,M-16
2010,2,M,16,0,0,1,M-16
2011,1,M,16,NA,NA,NA,M-16
2011,2,M,16,0,0,0,M-16
2012,1,M,16,0,0,0,M-16
2012,2,M,16,0,0,0,M-16
2013,1,M,16,0,0,0,M-16
2013,2,M,16,0,0,0,M-16
2014,1,M,16,0,0,0,M-16
2014,2,M,16,0,0,1,M-16
2015,1,M,16,0,0,0,M-16
2015,2,M,16,0,0,0,M-16
2009,1,M,17,0,0,1,M-17
2009,2,M,17,0,0,1,M-17
2010,1,M,17,0,0,1,M-17
2010,2,M,17,0,0,1,M-17
2011,1,M,17,NA,NA,NA,M-17
2011,2,M,17,NA,NA,NA,M-17
2012,1,M,17,0,0,1,M-17
2012,2,M,17,0,0,1,M-17
2013,1,M,17,0,0,1,M-17
2013,2,M,17,0,0,1,M-17
2014,1,M,17,0,0,1,M-17
2014,2,M,17,0,0,1,M-17
2015,1,M,17,0,0,0,M-17
2015,2,M,17,0,0,1,M-17
2009,1,M,18,0,0,1,M-18
2009,2,M,18,0,0,0,M-18
2010,1,M,18,0,0,0,M-18
2010,2,M,18,0,0,1,M-18
2011,1,M,18,0,0,1,M-18
2011,2,M,18,0,0,0,M-18
2012,1,M,18,0,0,1,M-18
2012,2,M,18,0,0,1,M-18
2013,1,M,18,0,0,1,M-18
2013,2,M,18,0,0,1,M-18
2014,1,M,18,0,0,1,M-18
2014,2,M,18,0,0,1,M-18
2015,1,M,18,0,0,0,M-18
2015,2,M,18,0,0,1,M-18
2009,1,M,19,0,0,1,M-19
2009,2,M,19,0,0,0,M-19
2010,1,M,19,0,0,1,M-19
2010,2,M,19,0,0,1,M-19
2011,1,M,19,0,0,1,M-19
2011,2,M,19,0,0,1,M-19
2012,1,M,19,0,0,1,M-19
2012,2,M,19,0,0,1,M-19
2013,1,M,19,0,0,1,M-19
2013,2,M,19,0,0,1,M-19
2014,1,M,19,0,0,1,M-19
2014,2,M,19,0,0,1,M-19
2015,1,M,19,0,0,1,M-19
2015,2,M,19,0,0,1,M-19
2009,1,M,20,0,0,0,M-20
2009,2,M,20,NA,NA,NA,M-20
2010,1,M,20,NA,NA,NA,M-20
2010,2,M,20,NA,NA,NA,M-20
2011,1,M,20,NA,NA,NA,M-20
2011,2,M,20,NA,NA,NA,M-20
2012,1,M,20,NA,NA,NA,M-20
2012,2,M,20,NA,NA,NA,M-20
2013,1,M,20,NA,NA,NA,M-20
2013,2,M,20,0,0,0,M-20
2014,1,M,20,NA,NA,NA,M-20
2014,2,M,20,NA,NA,NA,M-20
2015,1,M,20,0,0,0,M-20
2015,2,M,20,0,0,0,M-20
2009,1,M,21,0,0,1,M-21
2009,2,M,21,0,0,1,M-21
2010,1,M,21,0,0,1,M-21
2010,2,M,21,0,0,1,M-21
2011,1,M,21,0,0,1,M-21
2011,2,M,21,0,0,1,M-21
2012,1,M,21,0,0,1,M-21
2012,2,M,21,0,0,1,M-21
2013,1,M,21,0,0,1,M-21
2013,2,M,21,0,0,1,M-21
2014,1,M,21,0,0,1,M-21
2014,2,M,21,0,0,1,M-21
2015,1,M,21,0,0,1,M-21
2015,2,M,21,0,0,1,M-21
2009,1,M,22,0,0,0,M-22
2009,2,M,22,0,0,0,M-22
2010,1,M,22,0,0,1,M-22
2010,2,M,22,0,0,1,M-22
2011,1,M,22,0,0,1,M-22
2011,2,M,22,0,0,1,M-22
2012,1,M,22,0,0,1,M-22
2012,2,M,22,0,0,1,M-22
2013,1,M,22,0,0,1,M-22
2013,2,M,22,0,0,1,M-22
2014,1,M,22,0,0,1,M-22
2014,2,M,22,0,0,0,M-22
2015,1,M,22,0,0,1,M-22
2015,2,M,22,0,0,0,M-22
2009,1,M,23,0,0,0,M-23
2009,2,M,23,0,0,0,M-23
2010,1,M,23,0,0,0,M-23
2010,2,M,23,0,0,0,M-23
2011,1,M,23,NA,NA,NA,M-23
2011,2,M,23,0,0,0,M-23
2012,1,M,23,0,0,0,M-23
2012,2,M,23,0,0,1,M-23
2013,1,M,23,NA,NA,NA,M-23
2013,2,M,23,0,0,0,M-23
2014,1,M,23,0,0,1,M-23
2014,2,M,23,0,0,0,M-23
2015,1,M,23,0,0,1,M-23
2015,2,M,23,0,0,0,M-23
2009,1,M,24,0,0,0,M-24
2009,2,M,24,0,0,0,M-24
2010,1,M,24,0,0,0,M-24
2010,2,M,24,0,0,0,M-24
2011,1,M,24,NA,NA,NA,M-24
2011,2,M,24,0,0,0,M-24
2012,1,M,24,0,0,0,M-24
2012,2,M,24,0,0,0,M-24
2013,1,M,24,NA,NA,NA,M-24
2013,2,M,24,0,0,0,M-24
2014,1,M,24,0,0,0,M-24
2014,2,M,24,0,0,0,M-24
2015,1,M,24,0,0,0,M-24
2015,2,M,24,0,0,0,M-24
2009,1,M,25,0,0,0,M-25
2009,2,M,25,0,0,0,M-25
2010,1,M,25,0,0,0,M-25
2010,2,M,25,0,0,0,M-25
2011,1,M,25,0,0,0,M-25
2011,2,M,25,0,0,0,M-25
2012,1,M,25,0,0,0,M-25
2012,2,M,25,0,0,0,M-25
2013,1,M,25,0,0,0,M-25
2013,2,M,25,0,0,0,M-25
2014,1,M,25,0,0,0,M-25
2014,2,M,25,0,0,0,M-25
2015,1,M,25,0,0,0,M-25
2015,2,M,25,0,0,0,M-25
2009,1,M,26,0,0,0,M-26
2009,2,M,26,0,0,0,M-26
2010,1,M,26,0,0,0,M-26
2010,2,M,26,0,0,0,M-26
2011,1,M,26,0,0,0,M-26
2011,2,M,26,0,0,0,M-26
2012,1,M,26,0,0,0,M-26
2012,2,M,26,0,0,0,M-26
2013,1,M,26,0,0,0,M-26
2013,2,M,26,0,0,0,M-26
2014,1,M,26,0,0,0,M-26
2014,2,M,26,0,0,0,M-26
2015,1,M,26,0,0,0,M-26
2015,2,M,26,0,0,0,M-26
2009,1,M,27,0,0,0,M-27
2009,2,M,27,0,0,0,M-27
2010,1,M,27,0,0,0,M-27
2010,2,M,27,0,0,0,M-27
2011,1,M,27,0,0,0,M-27
2011,2,M,27,0,0,0,M-27
2012,1,M,27,0,0,0,M-27
2012,2,M,27,0,0,0,M-27
2013,1,M,27,0,0,0,M-27
2013,2,M,27,0,0,0,M-27
2014,1,M,27,0,0,0,M-27
2014,2,M,27,0,0,0,M-27
2015,1,M,27,0,0,0,M-27
2015,2,M,27,0,0,0,M-27
2009,1,M,28,0,0,0,M-28
2009,2,M,28,0,0,0,M-28
2010,1,M,28,0,0,0,M-28
2010,2,M,28,0,0,0,M-28
2011,1,M,28,0,0,0,M-28
2011,2,M,28,0,0,0,M-28
2012,1,M,28,0,0,0,M-28
2012,2,M,28,0,0,0,M-28
2013,1,M,28,0,0,0,M-28
2013,2,M,28,0,0,0,M-28
2014,1,M,28,0,0,0,M-28
2014,2,M,28,0,0,0,M-28
2015,1,M,28,0,0,0,M-28
2015,2,M,28,0,0,0,M-28
2009,1,M,29,0,0,0,M-29
2009,2,M,29,0,0,0,M-29
2010,1,M,29,0,0,0,M-29
2010,2,M,29,0,0,0,M-29
2011,1,M,29,0,0,0,M-29
2011,2,M,29,0,0,0,M-29
2012,1,M,29,0,0,0,M-29
2012,2,M,29,0,0,0,M-29
2013,1,M,29,0,0,0,M-29
2013,2,M,29,0,0,0,M-29
2014,1,M,29,0,0,0,M-29
2014,2,M,29,0,0,0,M-29
2015,1,M,29,0,0,0,M-29
2015,2,M,29,0,0,0,M-29
2009,1,M,30,0,0,0,M-30
2009,2,M,30,0,0,0,M-30
2010,1,M,30,0,0,0,M-30
2010,2,M,30,NA,NA,NA,M-30
2011,1,M,30,NA,NA,NA,M-30
2011,2,M,30,0,0,0,M-30
2012,1,M,30,0,0,0,M-30
2012,2,M,30,0,0,0,M-30
2013,1,M,30,NA,NA,NA,M-30
2013,2,M,30,0,0,0,M-30
2014,1,M,30,0,0,0,M-30
2014,2,M,30,0,0,0,M-30
2015,1,M,30,0,0,0,M-30
2015,2,M,30,0,0,0,M-30
2009,1,M,31,0,1,0,M-31
2009,2,M,31,0,0,0,M-31
2010,1,M,31,0,0,0,M-31
2010,2,M,31,0,0,0,M-31
2011,1,M,31,NA,NA,NA,M-31
2011,2,M,31,0,0,0,M-31
2012,1,M,31,0,0,0,M-31
2012,2,M,31,0,0,0,M-31
2013,1,M,31,0,0,0,M-31
2013,2,M,31,0,0,0,M-31
2014,1,M,31,0,0,0,M-31
2014,2,M,31,0,0,0,M-31
2015,1,M,31,0,0,0,M-31
2015,2,M,31,0,0,0,M-31
2009,1,M,32,0,1,0,M-32
2009,2,M,32,0,1,0,M-32
2010,1,M,32,0,0,0,M-32
2010,2,M,32,0,0,0,M-32
2011,1,M,32,NA,NA,NA,M-32
2011,2,M,32,0,0,0,M-32
2012,1,M,32,0,0,0,M-32
2012,2,M,32,0,0,0,M-32
2013,1,M,32,0,0,0,M-32
2013,2,M,32,0,0,0,M-32
2014,1,M,32,0,0,0,M-32
2014,2,M,32,0,0,0,M-32
2015,1,M,32,0,0,0,M-32
2015,2,M,32,0,0,0,M-32
2009,1,M,33,0,0,0,M-33
2009,2,M,33,0,0,0,M-33
2010,1,M,33,0,0,0,M-33
2010,2,M,33,0,0,0,M-33
2011,1,M,33,NA,NA,NA,M-33
2011,2,M,33,0,0,0,M-33
